name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"StatTrak™ Glock-18 | Off World (Minimal Wear)","Sticker | Graviti | Austin 2025","STICKER",10,"Sticker | paiN Gaming | Austin 2025","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Graviti | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | paiN Gaming | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Off World (Minimal Wear)","Sticker | GamerLegion | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | GamerLegion | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Off World (Minimal Wear)","Sticker | Into The Breach | Paris 2023","STICKER",10,"Sticker | sh1ro (Champion) | Shanghai 2024","STICKER",10,"Sticker | Fluxo | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | sh1ro (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Off World (Minimal Wear)","Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Spirit | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Spirit | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Battle-Scarred)","Sticker | ropz (Champion) | Antwerp 2022","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested)","Sticker | Boombl4 | Stockholm 2021","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Boombl4 | Stockholm 2021"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested)","Sticker | felps | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Wraiths (Field-Tested)","Sticker | Grim | Copenhagen 2024","STICKER",10,"Sticker | B-Day","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Grim | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | B-Day"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Wraiths (Field-Tested)","Sticker | EliGE | Paris 2023","STICKER",10,"Sticker | Grim | Paris 2023","STICKER",10,"Sticker | maden | Paris 2023","STICKER",10,"Sticker | EliGE | Paris 2023","STICKER",10,"[{""name"":""Sticker | EliGE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grim | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | maden | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | EliGE | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | Heroic | Paris 2023","STICKER",10,"Sticker | HEROIC | Shanghai 2024","STICKER",10,"Sticker | Heroic | Paris 2023","STICKER",10,"Sticker | HEROIC | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Heroic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | HEROIC | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | HEROIC | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | HEROIC | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | ESPADA | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ESPADA | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | Boom | 2020 RMR","STICKER",10,"Sticker | Boom | 2020 RMR","STICKER",10,"Sticker | Boom | 2020 RMR","STICKER",10,"Sticker | Boom | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"[{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | paiN Gaming | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"[{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | paiN Gaming | Paris 2023","STICKER",10,"Sticker | chopper (Champion) | Shanghai 2024","STICKER",10,"Sticker | Graviti | Shanghai 2024","STICKER",10,"","",,"[{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chopper (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Graviti | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Twistzz (Champion) | Antwerp 2022","STICKER",10,"Sticker | rain (Champion) | Antwerp 2022","STICKER",10,"Sticker | ropz (Holo, Champion) | Antwerp 2022","STICKER",2.61,"Sticker | Magisk (Glitter, Champion) | Paris 2023","STICKER",10,"[{""name"":""Sticker | Twistzz (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | rain (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ropz (Holo, Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":2.61},{""name"":""Sticker | Magisk (Glitter, Champion) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Spirit | 2020 RMR","STICKER",10,"Sticker | Fnatic | Paris 2023","STICKER",10,"Sticker | Fnatic | Paris 2023","STICKER",10,"Sticker | Fnatic | Paris 2023","STICKER",10,"[{""name"":""Sticker | Spirit | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | MOUZ | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | MOUZ | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | 100 Thieves | 2020 RMR","STICKER",10,"Sticker | Broken Fang","STICKER",1.31,"","",,"","",,"[{""name"":""Sticker | 100 Thieves | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Broken Fang"",""type"":""STICKER"",""price"":1.31}]"
"StatTrak™ MAC-10 | Rangeen (Field-Tested)","Sticker | Renegades | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Renegades | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ MAG-7 | Monster Call (Field-Tested)","Sticker | 100 Thieves | 2020 RMR","STICKER",10,"Sticker | FaZe Clan | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | 100 Thieves | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ MP9 | Deadly Poison (Well-Worn)","Sticker | Ninjas in Pyjamas | Antwerp 2022","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Ninjas in Pyjamas | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Nova | Wild Six (Field-Tested)","Sticker | Boom | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Nova | Wild Six (Field-Tested)","Sticker | shalfey | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | shalfey | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ P250 | Cassette (Factory New)","Sticker | shalfey | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | shalfey | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ P250 | Cassette (Factory New)","Sticker | Perfect World | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Perfect World | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ P250 | Cassette (Factory New)","Sticker | Agent Select","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Agent Select"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ P250 | Cassette (Factory New)","Sticker | w0nderful | Shanghai 2024","STICKER",10,"Sticker | NiKo | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | w0nderful | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | NiKo | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ P90 | Vent Rush (Field-Tested)","Sticker | chopper | Shanghai 2024","STICKER",10,"Sticker | FURIA | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | chopper | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ SCAR-20 | Enforcer (Battle-Scarred)","Sticker | JACKZ | Stockholm 2021","STICKER",10,"Sticker | GODSENT | Stockholm 2021","STICKER",10,"Sticker | Boom | 2020 RMR","STICKER",10,"","",,"[{""name"":""Sticker | JACKZ | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | GODSENT | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ SG 553 | Darkwing (Battle-Scarred)","Sticker | Magisk (Champion) | Paris 2023","STICKER",10,"Sticker | OG | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"[{""name"":""Sticker | Magisk (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ SG 553 | Dragon Tech (Well-Worn)","Sticker | Drug War Veteran","STICKER",1.09,"Sticker | XD","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Drug War Veteran"",""type"":""STICKER"",""price"":1.09},{""name"":""Sticker | XD"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ SG 553 | Triarch (Well-Worn)","Sticker | Virtus.pro | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Virtus.pro | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ SSG 08 | Necropos (Well-Worn)","Sticker | Bum A Smoke","STICKER",10,"Sticker | Bum A Smoke","STICKER",10,"Sticker | Bum A Smoke","STICKER",10,"Sticker | Bum A Smoke","STICKER",10,"[{""name"":""Sticker | Bum A Smoke"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bum A Smoke"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bum A Smoke"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bum A Smoke"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bum A Smoke"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Tec-9 | Cracked Opal (Minimal Wear)","Sticker | MIBR | Shanghai 2024","STICKER",10,"Sticker | MIBR | Shanghai 2024","STICKER",10,"Sticker | MIBR | Shanghai 2024","STICKER",10,"Sticker | MIBR | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | MIBR | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MIBR | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MIBR | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MIBR | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | gla1ve | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Tec-9 | Fubar (Minimal Wear)","Sticker | ropz (Champion) | Antwerp 2022","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz (Champion) | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Tec-9 | Fubar (Minimal Wear)","Sticker | 9INE | Paris 2023","STICKER",10,"Sticker | 9INE | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"UMP-45 | Gunsmoke (Factory New)","Sticker | FlameZ | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FlameZ | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | 3DMAX | Shanghai 2024","STICKER",10,"Sticker | 3DMAX | Shanghai 2024","STICKER",10,"Sticker | 3DMAX | Shanghai 2024","STICKER",10,"Sticker | 3DMAX | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | 3DMAX | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 3DMAX | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 3DMAX | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 3DMAX | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Gambit Gaming | Stockholm 2021","STICKER",10,"Sticker | Gambit Gaming | Stockholm 2021","STICKER",10,"Sticker | Gambit Gaming | Stockholm 2021","STICKER",10,"Sticker | Gambit Gaming | Stockholm 2021","STICKER",10,"[{""name"":""Sticker | Gambit Gaming | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Gambit Gaming | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Gambit Gaming | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Gambit Gaming | Stockholm 2021"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Vitality | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Vitality | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Xyp9x | Antwerp 2022","STICKER",10,"Sticker | gla1ve | Antwerp 2022","STICKER",10,"Sticker | blameF | Antwerp 2022","STICKER",10,"Sticker | Farlig | Antwerp 2022","STICKER",10,"[{""name"":""Sticker | Xyp9x | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | gla1ve | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | blameF | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Farlig | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | OG | Paris 2023","STICKER",10,"Sticker | Into The Breach | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"USP-S | Check Engine (Minimal Wear)","Sticker | Krad | Paris 2023","STICKER",10,"Sticker | Krad | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Krad | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Krad | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"USP-S | Forest Leaves (Factory New)","Sticker | G2 Esports | Shanghai 2024","STICKER",10,"Sticker | magixx (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | G2 Esports | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | magixx (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | b1t (Champion) | Copenhagen 2024","STICKER",10,"Sticker | Aleksib (Champion) | Copenhagen 2024","STICKER",10,"Sticker | iM (Champion) | Copenhagen 2024","STICKER",10,"Sticker | jL (Champion) | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | b1t (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Aleksib (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | iM (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | jL (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | C-S On The Go","STICKER",10,"Sticker | Sting Like A Butterfly","STICKER",10,"","",,"","",,"[{""name"":""Sticker | C-S On The Go"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Sting Like A Butterfly"",""type"":""STICKER"",""price"":10}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | m0NESY | Paris 2023","STICKER",10,"Sticker | m0NESY | Paris 2023","STICKER",10,"Sticker | m0NESY | Paris 2023","STICKER",10,"Sticker | m0NESY | Paris 2023","STICKER",10,"[{""name"":""Sticker | m0NESY | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | m0NESY | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | m0NESY | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | m0NESY | Paris 2023"",""type"":""STICKER"",""price"":10}]"
