name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Fnatic | Paris 2023","STICKER",10,"Sticker | Fnatic | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Ninjas in Pyjamas | Antwerp 2022","STICKER",10,"Sticker | Natus Vincere | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Ninjas in Pyjamas | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Natus Vincere | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Renegades | 2020 RMR","STICKER",10,"Sticker | b1t | Shanghai 2024","STICKER",10,"Sticker | ENCE | Paris 2023","STICKER",10,"Sticker | torzsi | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Renegades | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | b1t | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ENCE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | torzsi | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Djoko | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | SENER1 | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | SENER1 | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"Sticker | Heroic | Paris 2023","STICKER",10,"[{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Evil Geniuses | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Evil Geniuses | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Fireball","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Fireball"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | PGL | Antwerp 2022","STICKER",10,"Sticker | Complexity Gaming | Copenhagen 2024","STICKER",10,"Sticker | Complexity Gaming | Copenhagen 2024","STICKER",10,"Sticker | FlameZ | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | PGL | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FlameZ | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | magixx (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Aurora | Austin 2025","STICKER",10,"Sticker | Aurora | Austin 2025","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Aurora | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Aurora | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Vitality | Copenhagen 2024","STICKER",10,"Sticker | Vitality | Copenhagen 2024","STICKER",10,"Sticker | Vitality | Copenhagen 2024","STICKER",10,"Sticker | Vitality | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | Vitality | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | dumau | Copenhagen 2024","STICKER",10,"Sticker | EmiliaQAQ | Copenhagen 2024","STICKER",10,"Sticker | jL | Copenhagen 2024","STICKER",10,"Sticker | xertioN | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | dumau | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | EmiliaQAQ | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | jL | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | xertioN | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Dycha | Paris 2023","STICKER",10,"Sticker | Dycha | Paris 2023","STICKER",10,"Sticker | Dycha | Paris 2023","STICKER",10,"Sticker | Dycha | Paris 2023","STICKER",10,"[{""name"":""Sticker | Dycha | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Dycha | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Dycha | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Dycha | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Renegades | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Renegades | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Grayhound Gaming | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Grayhound Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | magixx (Glitter, Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | magixx (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Well-Worn)","Sticker | jL (Champion) | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | jL (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | Woro2k | Paris 2023","STICKER",10,"Sticker | Renegades | 2020 RMR","STICKER",10,"Sticker | GODSENT | 2020 RMR","STICKER",10,"Sticker | juanflatroo | Rio 2022","STICKER",10,"[{""name"":""Sticker | Woro2k | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Renegades | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | GODSENT | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | juanflatroo | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | ropz (Champion) | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz (Champion) | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | Dreams And Mimics","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Dreams And Mimics"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Vitality | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Vitality | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | GamerLegion | Shanghai 2024","STICKER",10,"Sticker | GamerLegion | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | GamerLegion | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | GamerLegion | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | OG | Rio 2022","STICKER",10,"Sticker | OG | Rio 2022","STICKER",10,"Sticker | BIG | Rio 2022","STICKER",10,"","",,"[{""name"":""Sticker | OG | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | OG | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BIG | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Apeks | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | karrigan | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | karrigan | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Complexity Gaming | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Monte | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Grayhound Gaming | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Grayhound Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | FaZe Clan | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Team Liquid | Shanghai 2024","STICKER",10,"Sticker | Sonic | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Team Liquid | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Sonic | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Perfect World | Shanghai 2024","STICKER",10,"Sticker | Team Spirit | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Perfect World | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Spirit | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | ropz (Champion) | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz (Champion) | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Monte | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Natus Vincere | Shanghai 2024","STICKER",10,"Sticker | FaZe Clan | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Natus Vincere | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Trigger Discipline (Field-Tested)","Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Trigger Discipline (Field-Tested)","Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Complexity Gaming | Paris 2023","STICKER",10,"[{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Urban Rubble (Field-Tested)","Sticker | paiN Gaming | Paris 2023","STICKER",10,"Sticker | Heroic | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | Complexity Gaming | Paris 2023","STICKER",10,"Sticker | Complexity Gaming | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | felps | Paris 2023","STICKER",10,"Sticker | felps | Paris 2023","STICKER",10,"Sticker | felps | Paris 2023","STICKER",10,"Sticker | felps | Paris 2023","STICKER",10,"[{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | felps | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | Team Liquid | Paris 2023","STICKER",10,"Sticker | Team Liquid | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Team Liquid | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Liquid | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Hydro Strike (Battle-Scarred)","Sticker | Peek-A-Boo","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Peek-A-Boo"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Hydro Strike (Field-Tested)","Sticker | FURIA | Paris 2023","STICKER",10,"Sticker | FURIA | Paris 2023","STICKER",10,"Sticker | paiN Gaming | Paris 2023","STICKER",10,"Sticker | paiN Gaming | Paris 2023","STICKER",10,"[{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | paiN Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Hydro Strike (Field-Tested)","Sticker | M80 | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | M80 | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"FAMAS | Crypsis (Minimal Wear)","Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Hybrid (Battle-Scarred)","Sticker | torzsi | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | torzsi | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Retrobution (Battle-Scarred)","Sticker | chopper (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | chopper (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Sky Blue (Factory New)","Sticker | GamerLegion | Copenhagen 2024","STICKER",10,"Sticker | GamerLegion | Copenhagen 2024","STICKER",10,"Sticker | GamerLegion | Copenhagen 2024","STICKER",10,"","",,"[{""name"":""Sticker | GamerLegion | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | GamerLegion | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | GamerLegion | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Sky Blue (Factory New)","Sticker | Easy For Ricksaw","STICKER",10,"Sticker | Grayhound Gaming | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Easy For Ricksaw"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Sky Blue (Factory New)","Sticker | Sico | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Sico | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | The MongolZ | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | The MongolZ | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | EliGE | Copenhagen 2024","STICKER",10,"Sticker | IHC Esports | Rio 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | EliGE | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | IHC Esports | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Connexion (Minimal Wear)","Sticker | Fnatic | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Fnatic | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Connexion (Minimal Wear)","Sticker | FaZe Clan | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe Clan | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Signal (Battle-Scarred)","Sticker | Mondays","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Mondays"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Signal (Field-Tested)","Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Signal (Well-Worn)","Sticker | ENCE | Paris 2023","STICKER",10,"Sticker | ENCE | Paris 2023","STICKER",10,"Sticker | ENCE | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | ENCE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ENCE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ENCE | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Signal (Well-Worn)","Sticker | Vitality | Antwerp 2022","STICKER",10,"Sticker | Vitality | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Vitality | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | Apeks | Paris 2023","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"Sticker | Apeks | Paris 2023","STICKER",10,"[{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Apeks | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | 9INE | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | Explosive Strength","STICKER",10,"Sticker | Explosive Strength","STICKER",10,"Sticker | Explosive Strength","STICKER",10,"","",,"[{""name"":""Sticker | Explosive Strength"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Explosive Strength"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Explosive Strength"",""type"":""STICKER"",""price"":10}]"
"Galil AR | Tuxedo (Well-Worn)","Sticker | Team Spirit | Rio 2022","STICKER",10,"Sticker | BIG | Rio 2022","STICKER",10,"Sticker | Grayhound Gaming | Rio 2022","STICKER",10,"Sticker | G2 Esports | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Team Spirit | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BIG | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | G2 Esports | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Virtus.pro | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | chopper (Glitter, Champion) | Shanghai 2024","STICKER",10,"Sticker | chopper (Glitter, Champion) | Shanghai 2024","STICKER",10,"Sticker | magixx (Glitter, Champion) | Shanghai 2024","STICKER",10,"Sticker | magixx (Glitter, Champion) | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | chopper (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chopper (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | magixx (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | magixx (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | sh1ro (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | C-S On The Go","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | C-S On The Go"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | w0nderful (Champion) | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | w0nderful (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | ENCE | Copenhagen 2024","STICKER",10,"Sticker | ENCE | Copenhagen 2024","STICKER",10,"Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | Heroic | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | ENCE | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ENCE | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | malbsMd | Austin 2025","STICKER",10,"Sticker | XANTARES | Austin 2025","STICKER",10,"Sticker | Heavygod | Austin 2025","STICKER",10,"","",,"[{""name"":""Sticker | malbsMd | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | XANTARES | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heavygod | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | Liquid | 2020 RMR","STICKER",10,"Sticker | Liquid | 2020 RMR","STICKER",10,"Sticker | Liquid | 2020 RMR","STICKER",10,"Sticker | Liquid | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Liquid | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Liquid | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Liquid | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Liquid | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Liquid | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | sh1ro (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | sh1ro (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | G2 Esports | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | G2 Esports | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | FURIA | 2020 RMR","STICKER",10,"Sticker | FURIA | 2020 RMR","STICKER",10,"Sticker | FURIA | 2020 RMR","STICKER",10,"","",,"[{""name"":""Sticker | FURIA | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Field-Tested)","Sticker | w0nderful (Champion) | Copenhagen 2024","STICKER",10,"Sticker | PGL | Copenhagen 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | w0nderful (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Field-Tested)","Sticker | Spirit | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Spirit | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Field-Tested)","Sticker | m0NESY | Shanghai 2024","STICKER",10,"Sticker | G2 Esports | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | m0NESY | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | G2 Esports | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
